Protein,Protein Description,Protein Gene,Actis_2025_0407_151_200ng_2mzIso_4msIT_200agc_HeLa_01 Sum Normalized Area,Actis_2025_0407_154_200ng_2mzIso_4msIT_200agc_HeLa_02 Sum Normalized Area,Actis_2025_0407_155_200ng_2mzIso_4msIT_200agc_HeLa_03 Sum Normalized Area,Actis_2025_0407_150_200ng_3mzIso_6msIT_200agc_HeLa_01 Sum Normalized Area,Actis_2025_0407_152_200ng_3mzIso_6msIT_200agc_HeLa_02 Sum Normalized Area,Actis_2025_0407_157_200ng_3mzIso_6msIT_200agc_HeLa_03 Sum Normalized Area,Actis_2025_0407_149_200ng_4mzIso_8msIT_200agc_HeLa_01 Sum Normalized Area,Actis_2025_0407_153_200ng_4mzIso_8msIT_200agc_HeLa_02 Sum Normalized Area,Actis_2025_0407_156_200ng_4mzIso_8msIT_200agc_HeLa_03 Sum Normalized Area,Astral_2025_0407_151_200ng_2mzIso_4msIT_200agc_HeLa_01 Sum Normalized Area,Astral_2025_0407_154_200ng_2mzIso_4msIT_200agc_HeLa_02 Sum Normalized Area,Astral_2025_0407_155_200ng_2mzIso_4msIT_200agc_HeLa_03 Sum Normalized Area,Astral_2025_0407_150_200ng_3mzIso_6msIT_200agc_HeLa_01 Sum Normalized Area,Astral_2025_0407_152_200ng_3mzIso_6msIT_200agc_HeLa_02 Sum Normalized Area,Astral_2025_0407_157_200ng_3mzIso_6msIT_200agc_HeLa_03 Sum Normalized Area,Astral_2025_0407_149_200ng_4mzIso_8msIT_200agc_HeLa_01 Sum Normalized Area,Astral_2025_0407_153_200ng_4mzIso_8msIT_200agc_HeLa_02 Sum Normalized Area,Astral_2025_0407_156_200ng_4mzIso_8msIT_200agc_HeLa_03 Sum Normalized Area
sp|Q15650|TRIP4_HUMAN,Activating signal cointegrator 1 OS=Homo sapiens OX=9606 GN=TRIP4 PE=1 SV=4,TRIP4,1.0950E+6,1.0611E+6,9.9430E+5,9.2579E+5,1.1181E+6,1.1076E+6,8.7374E+5,1.0691E+6,1.0369E+6,1.2072E+6,1.0250E+6,1.2101E+6,1.1043E+6,1.0204E+6,1.2453E+6,1.1447E+6,8.8239E+5,1.0563E+6
sp|Q32P41|TRM5_HUMAN,tRNA (guanine(37)-N1)-methyltransferase OS=Homo sapiens OX=9606 GN=TRMT5 PE=1 SV=2,TRMT5,1.1874E+6,1.0758E+6,1.0749E+6,9.8912E+5,9.8444E+5,1.0018E+6,1.1040E+6,9.4671E+5,1.0364E+6,1.0399E+6,1.0722E+6,1.0683E+6,9.8640E+5,1.1099E+6,9.4648E+5,1.0116E+6,8.6254E+5,9.8798E+5
sp|Q5JVG2|ZN484_HUMAN,Zinc finger protein 484 OS=Homo sapiens OX=9606 GN=ZNF484 PE=1 SV=1,ZNF484,4.7313E+3,9.4128E+5,3.7296E+3,2.3090E+4,7.4012E+5,1.0248E+4,2.2068E+4,9.3937E+3,5.5818E+3,1.3373E+6,6.3073E+5,1.8068E+4,6.8143E+5,9.3768E+3,4.9444E+5,1.4459E+4,5.2872E+3,7.4641E+3
sp|Q5SWX8|ODR4_HUMAN,Protein odr-4 homolog OS=Homo sapiens OX=9606 GN=ODR4 PE=1 SV=1,ODR4,5.9986E+5,6.1832E+5,6.5878E+5,6.6025E+5,6.0844E+5,9.3654E+5,6.7137E+5,6.4072E+5,6.9512E+5,6.9920E+5,5.2994E+5,6.7059E+5,7.7722E+5,7.3771E+5,6.7020E+5,6.9143E+5,5.5509E+5,6.5952E+5
sp|Q5TYX0|PRAM5_HUMAN / sp|Q5VXH4|PRAM6_HUMAN / sp|A6NGN4|PRA25_HUMAN / sp|O60813|PRA11_HUMAN / sp|P0DUQ1|PRA15_HUMAN / sp|A3QJZ7|PRA27_HUMAN / sp|P0DUQ2|PRAM9_HUMAN / sp|H0Y7S4|PRA26_HUMAN,"PRAME family member 5 OS=Homo sapiens OX=9606 GN=PRAMEF5 PE=2 SV=2
PRAME family member 6 OS=Homo sapiens OX=9606 GN=PRAMEF6 PE=1 SV=1
PRAME family member 25 OS=Homo sapiens OX=9606 GN=PRAMEF25 PE=3 SV=2
PRAME family member 11 OS=Homo sapiens OX=9606 GN=PRAMEF11 PE=2 SV=5
PRAME family member 15 OS=Homo sapiens OX=9606 GN=PRAMEF15 PE=2 SV=1
PRAME family member 27 OS=Homo sapiens OX=9606 GN=PRAMEF27 PE=3 SV=2
PRAME family member 9 OS=Homo sapiens OX=9606 GN=PRAMEF9 PE=1 SV=1
Putative PRAME family member 26 OS=Homo sapiens OX=9606 GN=PRAMEF26 PE=5 SV=2",PRAMEF5 / PRAMEF6 / PRAMEF25 / PRAMEF11 / PRAMEF15 / PRAMEF27 / PRAMEF9 / PRAMEF26,#N/A,#N/A,9.7133E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,5.1904E+3,4.0653E+3,1.1748E+4,4.2530E+3,#N/A,#N/A,1.2344E+4,#N/A,7.4284E+3
sp|Q6P6B7|ANR16_HUMAN,Ankyrin repeat domain-containing protein 16 OS=Homo sapiens OX=9606 GN=ANKRD16 PE=1 SV=1,ANKRD16,2.7372E+4,4.2277E+4,3.0877E+4,1.6434E+4,4.5258E+4,1.6466E+4,3.8250E+4,4.6809E+4,3.0860E+4,1.6144E+4,2.6820E+4,2.8357E+4,2.5878E+4,1.9875E+4,2.6896E+4,2.8178E+4,5.7868E+4,3.6355E+4
sp|Q6PK81|ZN773_HUMAN,Zinc finger protein 773 OS=Homo sapiens OX=9606 GN=ZNF773 PE=1 SV=1,ZNF773,2.6897E+4,1.0828E+4,1.1637E+4,5.7721E+3,1.2345E+4,2.2168E+4,7.9577E+3,9.4568E+3,2.0898E+4,#N/A,1.5605E+4,4.1665E+3,1.0520E+4,2.1070E+4,1.4949E+4,2.3533E+4,3.5423E+3,#N/A
sp|Q6ZMQ8|LMTK1_HUMAN,Serine/threonine-protein kinase LMTK1 OS=Homo sapiens OX=9606 GN=AATK PE=1 SV=2,AATK,1.7385E+6,1.5075E+6,1.3413E+6,1.1002E+6,1.3139E+6,1.2406E+6,9.7176E+5,7.4904E+5,6.1631E+4,1.0640E+6,2.5282E+4,1.3895E+6,1.7122E+6,7.4730E+5,8.6262E+5,5.8085E+5,6.9076E+5,4.2783E+4
sp|Q86VK4|ZN410_HUMAN,Zinc finger protein 410 OS=Homo sapiens OX=9606 GN=ZNF410 PE=1 SV=2,ZNF410,5.7625E+4,2.2570E+4,1.3306E+4,1.6688E+4,#N/A,1.1068E+4,4.4204E+4,4.5377E+4,3.1214E+4,8.5079E+4,1.8394E+4,#N/A,6.6199E+4,2.3100E+4,#N/A,1.6000E+4,7.0201E+3,8.9793E+3
sp|Q86VQ1|GLCI1_HUMAN,Glucocorticoid-induced transcript 1 protein OS=Homo sapiens OX=9606 GN=GLCCI1 PE=1 SV=1,GLCCI1,5.0587E+5,4.4891E+5,4.8653E+5,4.9412E+5,5.3125E+5,7.4425E+5,5.8763E+5,4.9373E+5,5.6342E+5,4.3593E+5,4.1515E+5,4.7012E+5,5.1819E+5,4.6657E+5,1.0692E+6,6.7887E+5,5.0615E+5,6.4985E+5
sp|Q86YS6|RAB43_HUMAN,Ras-related protein Rab-43 OS=Homo sapiens OX=9606 GN=RAB43 PE=1 SV=1,RAB43,5.1565E+6,5.9753E+6,6.1145E+6,4.8268E+6,5.3341E+6,5.5307E+6,5.4155E+6,5.7251E+6,5.9902E+6,4.0840E+6,4.7351E+6,1.1071E+5,4.2446E+6,1.5861E+5,4.7654E+6,3.9804E+6,2.3849E+5,5.3850E+6
sp|Q8IWV7|UBR1_HUMAN,E3 ubiquitin-protein ligase UBR1 OS=Homo sapiens OX=9606 GN=UBR1 PE=1 SV=1,UBR1,2.8630E+6,2.4775E+6,1.2924E+6,1.4253E+6,1.4911E+6,1.4075E+6,2.1929E+6,1.2574E+6,1.3471E+6,8.6634E+5,9.8558E+5,2.6323E+6,1.2249E+6,1.2517E+6,1.4779E+6,1.0993E+6,1.0759E+6,1.0216E+6
sp|Q8N5G0|SIM20_HUMAN,Small integral membrane protein 20 OS=Homo sapiens OX=9606 GN=SMIM20 PE=1 SV=3,SMIM20,2.9276E+5,2.9849E+5,2.7738E+5,2.6389E+5,2.2682E+5,2.9805E+5,2.3640E+5,2.8298E+5,2.5301E+5,2.8499E+5,2.6068E+5,2.8754E+5,2.4896E+5,3.2574E+5,3.0333E+5,2.3677E+5,3.2466E+5,2.3675E+5
sp|Q8NAA5|LR75A_HUMAN,Leucine-rich repeat-containing protein 75A OS=Homo sapiens OX=9606 GN=LRRC75A PE=2 SV=2,LRRC75A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,6.7391E+3,4.5294E+3,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
sp|Q8NC60|NOA1_HUMAN,Nitric oxide-associated protein 1 OS=Homo sapiens OX=9606 GN=NOA1 PE=1 SV=2,NOA1,1.0440E+6,1.2142E+6,1.1035E+6,1.4637E+6,1.6500E+6,1.2985E+6,9.9807E+5,1.2117E+6,1.0661E+6,1.1687E+6,1.4317E+6,1.1547E+6,1.4739E+6,1.4995E+6,1.6617E+6,1.1296E+6,1.2886E+6,1.2703E+6
sp|Q8ND90|PNMA1_HUMAN,Paraneoplastic antigen Ma1 OS=Homo sapiens OX=9606 GN=PNMA1 PE=1 SV=2,PNMA1,2.5696E+5,2.0782E+5,2.2171E+5,2.4434E+5,2.0833E+5,2.2312E+5,1.7644E+5,1.7564E+5,2.0234E+5,1.4037E+5,1.3810E+5,2.0459E+5,1.7692E+5,1.9261E+5,2.4096E+5,2.0637E+5,2.1117E+5,1.4779E+5
sp|Q8TDG4|HELQ_HUMAN,Helicase POLQ-like OS=Homo sapiens OX=9606 GN=HELQ PE=1 SV=2,HELQ,1.4709E+4,2.6085E+3,#N/A,2.2335E+4,3.9535E+3,2.8344E+4,3.8462E+4,3.4270E+4,6.2879E+3,1.2193E+4,2.3169E+4,1.3704E+4,2.8088E+3,5.2265E+3,2.3562E+4,2.1581E+4,1.7645E+4,2.6401E+4
sp|Q92979|NEP1_HUMAN,Ribosomal RNA small subunit methyltransferase NEP1 OS=Homo sapiens OX=9606 GN=EMG1 PE=1 SV=4,EMG1,4.1205E+6,4.5371E+6,4.6134E+6,4.0577E+6,4.3244E+6,4.3113E+6,3.6183E+6,3.7793E+6,3.8445E+6,4.0688E+6,4.4353E+6,4.5661E+6,4.0155E+6,4.9025E+6,4.5540E+6,3.6976E+6,4.0528E+6,4.0146E+6
sp|Q96A72|MGN2_HUMAN / sp|P61326|MGN_HUMAN,"Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1
Protein mago nashi homolog OS=Homo sapiens OX=9606 GN=MAGOH PE=1 SV=1",MAGOHB / MAGOH,2.6856E+6,2.5303E+6,2.4867E+6,2.2107E+6,2.1829E+6,2.2345E+6,2.0837E+6,2.0619E+6,2.0190E+6,2.4695E+6,2.5110E+6,2.6433E+6,2.1959E+6,2.3609E+6,2.3465E+6,2.0163E+6,2.1235E+6,1.9773E+6
sp|Q96DN6|MBD6_HUMAN,Methyl-CpG-binding domain protein 6 OS=Homo sapiens OX=9606 GN=MBD6 PE=1 SV=2,MBD6,3.4075E+4,3.9222E+4,1.7377E+4,3.7492E+4,1.7218E+4,2.5170E+4,4.8896E+3,6.3785E+4,6.1707E+4,5.6013E+4,2.4755E+4,3.2094E+4,2.1179E+4,5.8337E+4,5.3682E+4,1.4781E+4,4.3893E+4,3.1744E+4
sp|Q96F63|CCD97_HUMAN,Coiled-coil domain-containing protein 97 OS=Homo sapiens OX=9606 GN=CCDC97 PE=1 SV=1,CCDC97,2.1445E+5,2.2264E+5,2.2721E+5,1.9512E+5,2.1110E+5,2.0876E+5,1.9282E+5,2.1291E+5,2.1595E+5,2.3145E+5,2.0318E+5,2.3076E+5,1.8421E+5,1.9689E+5,2.0874E+5,1.9712E+5,2.1735E+5,2.2562E+5
sp|Q96GE4|CEP95_HUMAN,Centrosomal protein of 95 kDa OS=Homo sapiens OX=9606 GN=CEP95 PE=1 SV=1,CEP95,9.8216E+4,7.9574E+4,8.9003E+4,1.0613E+5,7.1184E+4,9.0604E+4,7.2805E+4,6.0779E+4,7.5601E+4,4.6856E+4,1.0484E+5,7.5173E+4,4.4878E+4,6.1284E+4,3.8154E+4,1.2922E+5,8.2567E+4,6.5728E+4
sp|Q96HD1|CREL1_HUMAN,Protein disulfide isomerase CRELD1 OS=Homo sapiens OX=9606 GN=CRELD1 PE=1 SV=3,CRELD1,9.9061E+4,8.8823E+4,9.4849E+4,9.8315E+4,7.7883E+4,8.9062E+4,8.7425E+4,8.9803E+4,1.0398E+5,9.3595E+4,5.6164E+4,7.7154E+4,1.0947E+5,9.9461E+4,9.9610E+4,8.3735E+4,6.5089E+4,7.6923E+4
sp|Q96MH6|TMM68_HUMAN,Transmembrane protein 68 OS=Homo sapiens OX=9606 GN=TMEM68 PE=2 SV=2,TMEM68,1.2051E+5,1.5410E+5,1.1521E+5,1.5452E+5,1.5275E+5,1.6133E+5,1.5160E+5,2.3424E+5,2.3646E+5,9.8529E+4,1.1168E+5,1.4266E+5,5.1796E+4,1.1363E+5,1.4200E+5,2.7834E+5,1.7671E+5,9.3651E+4
sp|Q9BPW4|APOL4_HUMAN,Apolipoprotein L4 OS=Homo sapiens OX=9606 GN=APOL4 PE=2 SV=3,APOL4,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,4.6604E+5,#N/A,#N/A,#N/A,#N/A,4.0774E+5,4.3360E+5,4.4557E+5,4.1151E+5,4.5486E+5,5.6835E+5
sp|Q9BVV7|TIM21_HUMAN,Mitochondrial import inner membrane translocase subunit Tim21 OS=Homo sapiens OX=9606 GN=TIMM21 PE=1 SV=1,TIMM21,1.1873E+6,1.5072E+6,1.5180E+6,1.5975E+6,1.9323E+6,1.2797E+6,1.1284E+6,1.3698E+6,1.1939E+6,1.2611E+6,1.1795E+6,1.7313E+6,1.5652E+6,1.4842E+6,1.3389E+6,1.4874E+6,1.1117E+6,1.4105E+6
sp|Q9H008|LHPP_HUMAN,Phospholysine phosphohistidine inorganic pyrophosphate phosphatase OS=Homo sapiens OX=9606 GN=LHPP PE=1 SV=2,LHPP,4.5723E+5,3.7531E+5,4.1400E+5,3.2052E+5,2.2658E+5,3.1354E+5,2.2523E+5,3.2248E+5,2.1181E+5,2.0396E+5,4.0138E+5,2.2342E+5,3.5340E+5,2.1183E+5,3.9074E+5,4.1579E+5,3.1446E+5,2.0450E+5
sp|Q9H582|ZN644_HUMAN,Zinc finger protein 644 OS=Homo sapiens OX=9606 GN=ZNF644 PE=1 SV=2,ZNF644,6.7062E+5,7.3073E+5,6.6867E+5,7.5804E+5,8.2669E+5,7.6701E+5,7.0360E+5,7.9225E+5,7.7253E+5,7.1212E+5,5.3090E+5,6.1993E+5,6.9344E+5,8.9875E+5,6.7956E+5,5.3518E+5,7.5157E+5,5.6668E+5
sp|Q9HCM3|K1549_HUMAN,UPF0606 protein KIAA1549 OS=Homo sapiens OX=9606 GN=KIAA1549 PE=1 SV=4,KIAA1549,2.1111E+5,2.7812E+5,2.8559E+5,3.0912E+5,3.3243E+5,3.3234E+5,2.6390E+5,3.2113E+5,2.5171E+5,2.3167E+5,3.3217E+5,2.6173E+5,3.0743E+5,1.8828E+5,2.9051E+5,3.4730E+5,3.8629E+5,4.1960E+5
sp|Q9NRX5|SERC1_HUMAN,Serine incorporator 1 OS=Homo sapiens OX=9606 GN=SERINC1 PE=1 SV=1,SERINC1,4.3407E+5,5.4239E+5,5.1557E+5,4.2517E+5,4.4350E+5,3.9539E+5,5.3038E+5,4.1324E+5,4.0477E+5,4.7789E+5,4.8124E+5,5.8205E+5,4.1654E+5,4.0816E+5,4.1675E+5,4.4079E+5,4.3663E+5,5.0549E+5
sp|Q9NRY2|SOSSC_HUMAN,SOSS complex subunit C OS=Homo sapiens OX=9606 GN=INIP PE=1 SV=1,INIP,2.2382E+5,1.7640E+5,1.9025E+5,2.1146E+5,2.0212E+5,2.1821E+5,2.2743E+5,2.1850E+5,2.0154E+5,1.8399E+5,2.0194E+5,1.8792E+5,2.0892E+5,2.3253E+5,2.0091E+5,1.9692E+5,2.0611E+5,2.1923E+5
sp|Q9NVM1|EVA1B_HUMAN,Protein eva-1 homolog B OS=Homo sapiens OX=9606 GN=EVA1B PE=1 SV=1,EVA1B,#N/A,#N/A,5.4684E+3,7.5306E+3,9.9091E+3,1.1440E+4,#N/A,1.7951E+4,1.4271E+4,1.5559E+4,1.9607E+4,1.2202E+4,1.3160E+4,#N/A,3.2079E+3,#N/A,1.1591E+4,2.0269E+4
sp|Q9P2L0|WDR35_HUMAN,WD repeat-containing protein 35 OS=Homo sapiens OX=9606 GN=WDR35 PE=1 SV=3,WDR35,2.3769E+5,3.5173E+5,3.1293E+5,3.5421E+5,4.1436E+5,3.9627E+5,3.3894E+5,3.4056E+5,3.9094E+5,2.7043E+5,2.6059E+5,2.9403E+5,2.8085E+5,2.8447E+5,3.7335E+5,4.1465E+5,2.8262E+5,4.2130E+5
sp|Q9UKV8|AGO2_HUMAN,Protein argonaute-2 OS=Homo sapiens OX=9606 GN=AGO2 PE=1 SV=3,AGO2,3.1277E+6,3.0350E+6,3.3223E+6,2.9982E+6,3.0184E+6,3.1813E+6,2.8671E+6,2.8564E+6,3.0853E+6,2.8847E+6,2.8721E+6,3.2076E+6,2.9600E+6,3.2292E+6,3.0461E+6,2.6054E+6,3.1604E+6,3.0279E+6
sp|Q9Y294|ASF1A_HUMAN,Histone chaperone ASF1A OS=Homo sapiens OX=9606 GN=ASF1A PE=1 SV=1,ASF1A,6.1539E+5,4.6476E+5,5.1893E+5,4.7335E+5,4.0761E+5,3.7284E+5,5.7228E+5,4.3696E+5,4.8354E+5,5.6524E+5,5.2359E+5,5.2787E+5,4.9158E+5,5.6265E+5,4.3039E+5,5.1691E+5,4.7692E+5,4.7877E+5
sp|Q9Y2S7|PDIP2_HUMAN,Polymerase delta-interacting protein 2 OS=Homo sapiens OX=9606 GN=POLDIP2 PE=1 SV=1,POLDIP2,3.8866E+6,3.8862E+6,4.1289E+6,3.3428E+6,3.6499E+6,4.3519E+6,3.0302E+6,3.1724E+6,3.4881E+6,4.0193E+6,3.9386E+6,4.3987E+6,4.2519E+6,3.4667E+6,4.0469E+6,3.3472E+6,3.0061E+6,3.2841E+6
sp|Q9Y3U8|RL36_HUMAN,60S ribosomal protein L36 OS=Homo sapiens OX=9606 GN=RPL36 PE=1 SV=3,RPL36,1.5195E+7,1.4776E+7,1.4573E+7,1.4489E+7,1.3111E+7,1.3934E+7,1.3674E+7,1.1864E+7,1.2616E+7,1.4570E+7,1.4648E+7,1.4202E+7,1.2978E+7,1.3456E+7,1.3318E+7,1.2418E+7,1.2768E+7,1.2169E+7
sp|O15400|STX7_HUMAN,Syntaxin-7 OS=Homo sapiens OX=9606 GN=STX7 PE=1 SV=4,STX7,8.5028E+5,7.7093E+5,7.7584E+5,7.1817E+5,6.5906E+5,7.0866E+5,7.0558E+5,6.3665E+5,6.6423E+5,8.5387E+5,8.0527E+5,7.4144E+5,7.1986E+5,7.2379E+5,7.1534E+5,7.3144E+5,7.1524E+5,6.5899E+5
sp|O15417|TNC18_HUMAN,Trinucleotide repeat-containing gene 18 protein OS=Homo sapiens OX=9606 GN=TNRC18 PE=1 SV=3,TNRC18,1.0783E+5,8.2994E+4,6.1496E+4,8.2089E+4,1.1540E+5,9.7105E+4,4.9847E+4,9.5847E+4,9.1452E+4,3.2043E+4,2.3221E+4,6.2330E+4,4.4932E+4,5.5839E+4,3.8254E+4,4.6919E+4,6.6456E+4,3.5931E+4
sp|O43674|NDUB5_HUMAN,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFB5 PE=1 SV=1",NDUFB5,1.1769E+6,1.3685E+6,1.2632E+6,1.0715E+6,1.1213E+6,1.1193E+6,8.6150E+5,8.7763E+5,8.9989E+5,1.1278E+6,1.1722E+6,1.2236E+6,1.0639E+6,1.1887E+6,1.2346E+6,9.0234E+5,9.8693E+5,8.8032E+5
sp|O94851|MICA2_HUMAN,[F-actin]-monooxygenase MICAL2 OS=Homo sapiens OX=9606 GN=MICAL2 PE=1 SV=2,MICAL2,2.0994E+5,3.0024E+5,1.7702E+5,2.5167E+5,2.8550E+5,2.8995E+5,2.1657E+5,3.1424E+5,2.7731E+5,1.2970E+5,1.4661E+5,2.1274E+5,2.4142E+5,2.5161E+5,2.4427E+5,2.1491E+5,1.9823E+5,1.8030E+5
sp|P01034|CYTC_HUMAN,Cystatin-C OS=Homo sapiens OX=9606 GN=CST3 PE=1 SV=1,CST3,2.6977E+5,3.0097E+5,2.6528E+5,2.4451E+5,2.7254E+5,2.3897E+5,2.7752E+5,3.0501E+5,2.6065E+5,3.1933E+5,2.6310E+5,2.9007E+5,2.2651E+5,2.8261E+5,2.4169E+5,2.1057E+5,2.3735E+5,2.2760E+5
sp|P06733|ENOA_HUMAN,Alpha-enolase OS=Homo sapiens OX=9606 GN=ENO1 PE=1 SV=2,ENO1,1.7605E+8,2.0263E+8,2.0232E+8,1.6861E+8,1.8320E+8,1.8127E+8,1.5384E+8,1.7020E+8,1.6591E+8,1.7592E+8,1.8295E+8,2.0506E+8,1.6622E+8,1.8502E+8,1.8829E+8,1.5112E+8,1.7443E+8,1.6529E+8
sp|P13010|XRCC5_HUMAN,X-ray repair cross-complementing protein 5 OS=Homo sapiens OX=9606 GN=XRCC5 PE=1 SV=3,XRCC5,2.5242E+7,2.6731E+7,2.7210E+7,2.2741E+7,2.4256E+7,2.4370E+7,2.0270E+7,2.1749E+7,2.1210E+7,2.4315E+7,2.5127E+7,2.6802E+7,2.3708E+7,2.4512E+7,2.4688E+7,2.0628E+7,2.3026E+7,2.2231E+7
sp|P20339|RAB5A_HUMAN,Ras-related protein Rab-5A OS=Homo sapiens OX=9606 GN=RAB5A PE=1 SV=2,RAB5A,4.4355E+6,4.5855E+6,4.4783E+6,4.0217E+6,4.2071E+6,4.2700E+6,3.8544E+6,3.8226E+6,3.8204E+6,4.2943E+6,4.3534E+6,4.6537E+6,4.2740E+6,4.3886E+6,4.2854E+6,3.7807E+6,4.1233E+6,4.1697E+6
sp|P21399|ACOHC_HUMAN,Cytoplasmic aconitate hydratase OS=Homo sapiens OX=9606 GN=ACO1 PE=1 SV=3,ACO1,6.6958E+6,6.8124E+6,6.8618E+6,3.4383E+6,3.7006E+6,3.7056E+6,6.4879E+6,4.6569E+6,4.6748E+6,6.2995E+6,6.8185E+6,6.7198E+6,3.2934E+6,3.9360E+6,3.6758E+6,5.2284E+6,5.0429E+6,4.4059E+6
sp|P45877|PPIC_HUMAN,Peptidyl-prolyl cis-trans isomerase C OS=Homo sapiens OX=9606 GN=PPIC PE=1 SV=1,PPIC,5.5476E+5,5.6734E+5,5.6527E+5,5.9948E+5,5.8243E+5,6.3134E+5,4.2675E+5,4.3633E+5,4.3152E+5,4.7048E+5,5.6242E+5,4.0391E+5,4.4674E+5,4.9466E+5,4.3722E+5,3.7276E+5,3.3853E+5,3.8496E+5
sp|P48509|CD151_HUMAN,CD151 antigen OS=Homo sapiens OX=9606 GN=CD151 PE=1 SV=3,CD151,1.7557E+6,1.3929E+6,1.5373E+6,1.3892E+6,1.4427E+6,1.3425E+6,1.6819E+6,1.3931E+6,1.5254E+6,1.6373E+6,1.4577E+6,1.6316E+6,1.5926E+6,1.5187E+6,1.5635E+6,1.4161E+6,1.5216E+6,1.5401E+6
sp|P50151|GBG10_HUMAN,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-10 OS=Homo sapiens OX=9606 GN=GNG10 PE=1 SV=1,GNG10,8.1964E+3,1.4454E+5,5.3034E+4,6.3954E+4,5.1987E+4,7.0363E+4,2.5851E+4,3.6499E+4,2.7650E+4,1.6100E+4,3.6527E+4,5.0317E+4,2.9982E+4,5.2880E+4,5.6907E+4,2.5194E+4,6.8250E+4,1.1178E+5
sp|P51828|ADCY7_HUMAN,Adenylate cyclase type 7 OS=Homo sapiens OX=9606 GN=ADCY7 PE=1 SV=1,ADCY7,2.5535E+5,1.7429E+5,1.7163E+5,2.7632E+5,2.1735E+5,2.0124E+5,1.6928E+5,2.4557E+5,2.4440E+5,2.2014E+5,1.3203E+5,2.1143E+5,1.3006E+5,3.3290E+5,1.8208E+5,1.1271E+5,1.9017E+5,1.6175E+5
sp|Q01973|ROR1_HUMAN / sp|Q01974|ROR2_HUMAN,"Inactive tyrosine-protein kinase transmembrane receptor ROR1 OS=Homo sapiens OX=9606 GN=ROR1 PE=1 SV=2
Tyrosine-protein kinase transmembrane receptor ROR2 OS=Homo sapiens OX=9606 GN=ROR2 PE=1 SV=2",ROR1 / ROR2,#N/A,#N/A,#N/A,#N/A,1.4665E+4,1.2993E+4,1.2760E+4,#N/A,1.1092E+4,1.1270E+4,#N/A,#N/A,1.7162E+4,#N/A,#N/A,#N/A,1.3171E+4,#N/A
sp|Q13617|CUL2_HUMAN,Cullin-2 OS=Homo sapiens OX=9606 GN=CUL2 PE=1 SV=2,CUL2,2.5770E+6,2.5744E+6,2.6842E+6,2.1232E+6,2.3587E+6,2.3896E+6,2.2719E+6,2.4009E+6,2.3537E+6,2.4123E+6,2.4962E+6,2.5886E+6,2.3622E+6,2.6273E+6,2.5408E+6,2.3141E+6,2.3993E+6,2.2316E+6
sp|Q14582|MAD4_HUMAN,Max dimerization protein 4 OS=Homo sapiens OX=9606 GN=MXD4 PE=1 SV=2,MXD4,#N/A,#N/A,#N/A,#N/A,#N/A,6.9214E+3,1.2574E+4,9.8720E+3,7.6846E+3,#N/A,#N/A,#N/A,#N/A,1.6551E+4,#N/A,#N/A,#N/A,#N/A
sp|Q3YBR2|TBRG1_HUMAN,Transforming growth factor beta regulator 1 OS=Homo sapiens OX=9606 GN=TBRG1 PE=1 SV=1,TBRG1,2.3233E+4,2.1998E+4,1.7910E+4,3.2799E+4,3.4359E+4,1.9665E+4,1.0080E+4,2.9494E+4,2.7964E+4,2.2276E+4,1.5000E+4,9.2522E+3,2.1904E+4,1.7051E+4,2.6148E+4,4.0908E+4,#N/A,2.1387E+4
sp|Q5RL73|RBM48_HUMAN,RNA-binding protein 48 OS=Homo sapiens OX=9606 GN=RBM48 PE=1 SV=1,RBM48,1.9464E+4,3.0006E+4,2.8584E+4,4.8162E+4,2.5745E+4,3.5123E+4,5.5404E+4,4.1064E+4,4.6537E+4,2.2459E+4,2.5376E+4,3.5224E+4,3.1709E+4,1.9174E+4,3.1680E+4,1.7730E+4,2.8666E+4,4.4230E+4
sp|Q5T6J7|GNTK_HUMAN,Probable gluconokinase OS=Homo sapiens OX=9606 GN=IDNK PE=1 SV=1,IDNK,#N/A,6.2647E+3,5.6690E+3,1.7793E+4,2.1142E+4,5.0687E+3,#N/A,3.0695E+4,2.8539E+4,#N/A,#N/A,3.3925E+3,#N/A,2.1859E+4,1.6138E+4,#N/A,1.9068E+4,2.0893E+4
sp|Q5VV67|PPRC1_HUMAN,Peroxisome proliferator-activated receptor gamma coactivator-related protein 1 OS=Homo sapiens OX=9606 GN=PPRC1 PE=1 SV=1,PPRC1,5.3892E+4,4.3869E+4,7.6230E+4,9.3308E+4,9.5691E+4,9.3122E+4,1.0077E+5,8.7730E+4,1.0815E+5,5.3255E+4,3.0715E+4,4.3556E+4,4.9891E+4,9.0497E+4,5.4754E+4,6.8604E+4,1.0589E+5,5.6629E+4
